4271,2023.01.04. 오후 1:54,생활문화,연합뉴스 | 네이버,남형권 울진해경 경위 영웅 해양경찰 상금 390만원 기부,"울진해병경찰서 경위인 남형권씨가 생명을 구하는 데 노력을 기울여 받은 상금 390만 원을 울진군에 기부했다. 이는 경찰 위인으로 선정돼 상을 받은 후 이루어진 일이다.  지난해 9월 태풍 예비특보가 내려진 상황에서 인근 바다에서 불이 난 선박의 승선원 8명을 모두 구조하는 등 최근 3년간 36건 73명을 구조한 바 있다. 그의 공로로 지난해 12월 에쓰오일 S-OIL과 한국사회복지협의회가 주관한 2022년 생명구조에 힘쓴 영웅 해양경찰 여덟 명으로 선정돼 뽑혔다.  이에 대해 남형권씨는 ""국민을 구조해 받은 상금인 만큼 다시 국민과 지역민들에게 돌려드린다는 마음으로 기부를 결정했다""고 밝혔다. 인물을 통해 울진군과 함께하는 경찰의 관점을 더욱 강조하고자 한다.",https://n.news.naver.com/mnews/article/001/0013681236?sid=103
9476,2023.01.09. 오후 5:43,생활문화,매일경제 | 네이버,수도권 미세먼지 12일까지 나쁨,"한국의 대기질은 최근 고농도 미세먼지 때문에 나쁨 수준을 보이고 있다. 중국에서 유입되는 미세먼지와 황사가 한반도에 침입하며, 5일부터 9일까지 연속하여 초미세먼지 농도가 나쁨을 유지했다. 한반도가 고기압 영향을 받으면서 공기 흐름이 정체되어 더 나쁜 상황이 되고 있다. 한국환경공단 대기정보시스템인 에어코리아는 목요일까지 서울, 인천, 경기 지역에서 하루 평균 초미세먼지 PM 2.5 농도가 높음을 기록할 것으로 예상한다. 이는 농도가 36㎍/㎥ 이상일 경우 적용되는 등급이다. 이후 13일부터는 같은 지역에서 하루 평균 농도가 낮음으로 돌아갈 것으로 보인다. 하지만, 화요일인 10일은 전국이 대체로 맑은 가운데 강원 영동과 경상권 동해안은 구름이 많다가 아침부터 차차 맑아지는 예상이다. 기상청에 따르면 이번 주간은 평년 기온보다 5~6도 높아질 것으로 전망된다. 미세먼지 농도는 서울, 경기도, 강원 영서, 충북, 대구, 경북은 나쁨 수준이므로 주의가 필요하며, 중부 내륙과 일부 영남지역에서도 농도가 높아질 것으로 예상된다. 이에 대해 정부는 대기오염 저감 대책을 추진하고 있으며, 국민들은 마스크를 착용하고 실외활동을 자제해야 한다.",https://n.news.naver.com/mnews/article/009/0005072262?sid=103
2933,2023.01.03. 오후 12:21,생활문화,MBC | 네이버,날씨 중부·경북 한파특보 계속‥낮에도 체감 영하권,"한국을 대표하는 미디어인 MBC의 정오뉴스는 오늘도 엄청난 추위 속에 대한 기상 정보를 전해주었습니다. 중부지역과 전국 곳곳에서는 한파특보가 이어지고 있습니다. 그러나 경기도 안성, 중부 지역 등 일부 지역에서는 한파 특보가 완화되거나 해제된 것으로 전달되었습니다. 하지만 경북 김천은 한파특보가 확대된 지역이라고 합니다. 오늘도 하루 종일 영하권의 기온이 유지되며 체감온도는 더욱 떨어질 것으로 예상됩니다. 하지만 내일부터는 조금씩 누그러지게 될 것으로 전망되고 있습니다. 수도권 지역에는 이미 건조주의보가 발효되었고, 동해안과 영남 지역에서는 여전히 건조특보가 발령 중입니다. 따라서 불씨가 번지기 쉬운 환경이므로 화재 예방에 각별한 주의가 필요할 것입니다. 오늘의 전국 하늘은 대체적으로 맑아지겠으며, 대기 질은 무난한 편으로 유지될 것입니다. 미세먼지 농도는 좋음에서 보통 단계로 나타날 것으로 예상되었습니다. 서울 최고 기온은 0도, 대구는 5도로 어제와 비슷하거나 조금 높아질 것으로 예측됩니다. 그러나 금요일에는 서쪽 지역, 특히 수도권에서 비나 눈이 올 전망입니다. 따뜻한 옷차림으로 예방조치를 취하시고, 불꽃으로 인한 화재 등에 대한 예방을 철저히 하시길 바랍니다. MBC 뉴스는 24시간 언제든지 여러분의 제보를 기다리고 있습니다.",https://n.news.naver.com/mnews/article/214/0001245504?sid=103
8706,2023.01.08. 오후 4:09,생활문화,시사저널 | 네이버,New book 이번 주 신간 도서,"한국의 저명한 저자들이 쓴 성장과 리더십 분야의 신간 서적이 출간됐습니다. 이번에 출간된 서적 중 하나는 포스 메이킹 팀장으로 활동 중인 강원국의 저서인 ‘결국은 말입니다’입니다. 이 책은 말을 통한 성장과 변화를 주제로 다양한 말습관과 커뮤니케이션 노하우를 제시하고 있습니다. 또한, 여성들의 내면의 포스를 발견하고 이끄는 방법에 대한 노하우도 담겨 있습니다. 또 다른 새로 출간된 책은 90년생으로 화제를 이끌며 ‘팀장 바로 당신의 조건’이라는 저작을 출간한 이강빈의 책입니다. 이강빈은 자신의 멘토이자 팀장과의 대화에 기반을 둔 이 책에서는 자기 역량 강화 및 리더십에 대한 여러 고민들과 이를 어떻게 해결할 수 있는지를 제시하고 있습니다. 이 두 새로운 책은 이제 서점에서 만나볼 수 있으며 많은 이들의 관심을 모으고 있습니다.",https://n.news.naver.com/mnews/article/586/0000050564?sid=103
9881,2023.01.09. 오후 12:53,생활문화,연합뉴스TV | 네이버,날씨 나흘째 공기질 말썽…당분간 평년 기온 웃돌아,"안녕하세요, 여러분. 저는 지금 현재 미세먼지로 인한 공기질이 좋지 않은 상황을 전해드리고 있습니다. 오늘도 역시나 중부지방에서는 하늘이 흐릿하게 보이며 먼지가 쌓여있는 상황입니다. 특히 초미세먼지 농도는 나쁨 수준을 보이고 있으니, 주의해주시기 바랍니다. 온도면에서는, 예년보다 온화한 겨울이 이어지고 있습니다. 서울은 오늘 낮 최고 기온이 7도까지 올라가며, 경주는 일교차가 크게 형성되며 11도까지 상승할 전망입니다. 하지만 맑은 하늘에도 미세먼지가 있어 시야가 답답할 수 있으니, 마스크를 꼭 착용해주시기 바랍니다. 이번 한 주는 큰 추위는 예상되지 않지만, 미세먼지로 인해 공기가 탁한 날이 계속해서 이어질 것으로 예상됩니다. 전북과 경북 지역에서는 눈/비가 내리며, 동해안 지역에서도 비/눈이 내릴 가능성이 있습니다. 다만, 양은 적을 것으로 예상되니 이에 대해서도 주의해주시기 바랍니다. 이상으로, 오늘의 날씨 상황에 대해 전해드렸습니다. 공기질과 더불어 건강에도 관심을 두어 주시면 좋겠습니다. 감사합니다.",https://n.news.naver.com/mnews/article/422/0000578448?sid=103
6914,2023.01.06. 오후 3:08,생활문화,KBS | 네이버,뉴진스와 함께하는 ‘한지의 우수성’…홍보영상 공개,"한류 걸그룹 뉴진스와 함께한 '2022 한지분야 한류연계 협업콘텐츠' 기획개발 지원 사업 홍보영상이 공개되었습니다. 이 영상은 한지의 우수성과 새로운 한지 문화상품을 전 세계에 알리기 위한 과정을 담고 있습니다. 한국의 자연을 담은 한지를 주제로 토크쇼를 진행하며, 한국의 국가무형문화재 한지장과 함께 전통 방식으로 꽃 한지를 뜨는 과정도 함께 담겨있습니다. 이 영상은 한국공예·디자인문화진흥원 공식 유튜브 채널인 kcdf2011에서 시청 가능합니다. 또한, 하이라이트와 비하인드 스토리로 꾸며진 1분 이내의 짧은 버전 영상도 곧 공개될 예정입니다. 이번 기획 개발을 통해 뉴진스가 제작한 꽃 한지 조명 1점과 대형 한지 작품 3점이 이달 1월 중순에는 온라인 경매를 통해 한정 판매될 예정입니다. 경매에서 얻은 수익금은 한지 공방과 장인 지원에 사용될 예정입니다.  뉴진스 소속사 어도어는 ""이번 꽃 한지 조명과 한지 아트웍 온라인 경매가 성공적으로 진행되어 한지가 오랜 시간 우리의 곁에서 널리 사용될 수 있게 된 것이 기쁘다""고 밝혔습니다. 이번 홍보영상과 온라인 경매를 통해 한국의 한지문화가 전 세계에 알려지기를 기대해 봅니다.",https://n.news.naver.com/mnews/article/056/0011406184?sid=103
1214,2023.01.02. 오후 3:20,생활문화,한국경제TV | 네이버,한솥 1월 한 달간 요일별 대표 메뉴 할인…최대 18%,"한솥, 11종 도시락 메뉴 ‘매가 할인’ 이벤트 진행 도시락 프랜차이즈 한솥이 1월 한 달간 대규모 ‘매가 할인’ 이벤트를 진행한다고 밝혔다. ‘매가 할인’은 ‘매일매일 가격할인’의 약자로, 매년 1월과 8월에 이벤트를 진행하고 있다. 이번 이벤트에서는 역대 가장 많은 11종의 도시락 메뉴가 요일별로 할인된 가격으로 판매된다. 예를 들어, 월요일에는 숯불직화구이 덮밥이 4,900원으로 선보이며, 정상 가격인 6,000원에 비해 최대 18% 가량 할인된 가격이다. 화요일에는 진달래 도시락이 6,700원으로 판매된다. 이 도시락 역시 정상 가격인 7,800원 대비 최대 14% 할인된 가격이다. 또한, 이번 이벤트 기간 동안 토핑 3종인 스팸, 토네이도 소시지, 치킨 2조각을 요일과 상관없이 할인 판매하며, 한 명 당 10개 까지 구매할 수 있다. 근래 물가 상승으로 인해 식비 부담이 늘어나는 현대사회에서, 한솥은 본 이벤트를 통해 고객들의 불안한 마음을 다잡고자 한다. 김효신 한솥 마케팅 본부장 이사는 “다양한 혜택으로 더 많은 고객이 합리적인 가격에 맛있는 도시락을 즐길 수 있도록 노력하겠다”고 말했다.",https://n.news.naver.com/mnews/article/215/0001074999?sid=103
2835,2023.01.03. 오후 1:56,생활문화,아시아경제 | 네이버,12일 대학로 예술청서 포럼…‘한국뮤지컬 미래 도약을 위한 발걸음’,"12월 12일 오후 2시, 대학로예술청에서는 한국뮤지컬어워즈 부대행사 중 하나인 포럼스테이지가 열립니다. '한국뮤지컬 미래 도약을 위한 발걸음' 주제로 두 개의 섹션으로 나뉘어 진행됩니다. 첫 번째 섹션에서는 '뮤지컬 장르에 대한 비평은 과연 있는가?'라는 주제로 진행됩니다. 뮤지컬 평론가 박병성씨는 '한국 뮤지컬 비평의 현황'에 대해 발제하고, 평론가 최승연씨는 '뮤지컬 평론의 요건 한국 뮤지컬 평론의 지향점에 대한 고찰'에 대해 발제합니다.  두 번째 섹션에서는 '가족 뮤지컬 시장'에 관한 내용으로 진행됩니다. 한국공연예술산업연구소 소장인 엄동열씨가 진행하며, 세 개의 발제자가 나와 각자 '한국 공연시장에서 아동 가족뮤지컬 현황', '해외 주요 어워즈에서의 가족 콘텐츠 사례', '아동가족 뮤지컬의 지속 가능한 향유자 확보를 위한 관람 현황과 과제'에 대해 발제합니다.  한국뮤지컬협회 이사장인 이종규씨는 ""기존 산업 관련 주제 외 다루지 않았던 논제들을 뮤지컬 페스티벌 포럼스테이지를 통해 논의할 수 있음을 매우 고무적으로 생각한다. 모든 뮤지컬인의 축제인 만큼 장르 발전을 위한 다양한 의견들이 개진되는 장이 되길 기대한다""고 밝혔습니다.  이 행사는 무료이며, 사 한국뮤지컬협회 공식 홈페이지에서 신청 링크를 통해 참여할 수 있습니다. 선착순 30명까지 모집됩니다. 또한, 오는 26일에는 '메타버스 그리고 뮤지컬'이라는 주제로 두 장르의 융합에 관한 포럼이 열릴 예정이니 많은 참여 바랍니다.",https://n.news.naver.com/mnews/article/277/0005200532?sid=103
11597,2023.01.10. 오전 9:26,생활문화,연합뉴스 | 네이버,문화재청 제2로 직봉 노선 중 14곳 사적 지정,"한국 문화재청은 지난 10일, 경기 성남에 소재한 천림산 봉수 유적과 용인 석성산 봉수 유적 등 14개 봉수 유적을 잇는 제2로 직봉을 사적으로 지정했다고 보도했다. 봉수는 고대부터 이어와온 제도로, 외부의 급한 소식을 횃불이나 연기로 전하는 방식으로 침입을 예방하고 국가나 지역의 안정을 유지하였다. 이번 직봉 지정으로 해당 유적이 보호되며, 지역민들이 그 가치를 인지하고 주변 지역의 발전과 활성화에 기여할 것으로 기대된다.",https://n.news.naver.com/mnews/article/001/0013691062?sid=103
2422,2023.01.03. 오후 5:21,생활문화,동아사이언스 | 네이버,임신 중 질내 유산균으로 조산 위험성 예측,"이대목동병원에서 한국 임신부의 질 내 유산균 구성 변화에 대한 연구가 발표됐다고 밝혀졌다. 이 연구 결과는 조산 위험성과 관련이 있으며, 조산을 예측하고 예방하는 데 사용될 것으로 전망된다. 김영주 산부인과 교수 연구팀은 3년간 진행된 코호트 조사를 통해 한국의 임신부 23명을 대상으로 진행했다. 조산 위험성이 높은 참가자는 임신 14-28주 사이, 락토바실러스 유산균의 풍부도가 90% 미만으로 감소하며, 질염과 관련된 세균인 유레아플라스마 파븀은 증가하는 것으로 확인됐다. 이번 연구 결과를 바탕으로 후속 연구를 계획하고 있다고 김영주 교수는 전망했다.",https://n.news.naver.com/mnews/article/584/0000021415?sid=103
