6006,2023.01.05. 오전 10:57,생활문화,뉴시스 | 네이버,금리인상 여파로 중고차 가격 하락,"최근 모바일 중고차 플랫폼에서 발표한 시세 전망에 따르면, 중고차 시세가 전월 대비 1.52% 하락하여 올해 1월 주요 차량 모델의 시세가 떨어질 것으로 분석되고 있다. 이는 최근 20%에 육박한 중고차 금융 할부 금리가 영향을 미친 결과로 분석되고 있다. 이에 따라 5일 오전, 서울 성동구 장안평중고차매매시장에서는 차량들이 주차돼 있다. 중고차 시장에서는 시세 하락이 전반적으로 예상되는 상황이니, 차량을 구매하려는 소비자들은 신중한 선택이 필요할 것으로 보인다. 뉴시스는 독자 여러분의 소중한 제보를 언제나 기다리고 있다. 뉴스 가치나 화제성이 있다고 판단되는 사진이나 영상을 n photo newsis.com으로 보내주시면 적극적으로 반영하겠다.",https://n.news.naver.com/mnews/article/003/0011628237?sid=103
9265,2023.01.08. 오전 5:00,생활문화,뉴스1 | 네이버,오늘의 날씨제주8일 일…중국발 황사로 미세먼지 나쁨,"제주시 아라동에서 오전에 제주 도심이 희뿌옇게 보였다. 중국에서 시작된 황사가 북서풍을 타고 들어오면서 미세먼지가 나쁜 수준을 보인 것으로 나타났다. 기상청은 앞으로 발표되는 미세먼지 예보를 참고해 건강 관리에 유의할 것을 당부했다. 이번 예보에 따르면, 제주 아침최저기온은 3-5도로 평년과 동일하며 낮 최고기온은 13-15도로 평년보다 높게 나타나는 것으로 예상된다. 바다의 무너짐은 제주 북부와 서부 앞바다에서는 0.5-2.5m, 남부에서는 0.5-2.0m, 동부에서는 1.0-2.5m인 것으로 나타났다. 이번 황사로 인한 미세먼지 예보는 일상생활에서 건강 관리에 필수적인 정보로 삼아야 한다.",https://n.news.naver.com/mnews/article/421/0006563981?sid=103
4142,2023.01.04. 오후 2:41,생활문화,부산일보 | 네이버,부산의료원 지역응급의료기관 평가 부산 1위·전국 3위,"부산의 한 의료기관인 부산의료원이 최근 발표된 2022년도 응급의료기관 평가에서 부산 지역에서 1위이며, 전국에서도 3위를 차지했다. 이러한 평가는 매년 전국 223개 지역 응급의료기관을 대상으로 시설, 장비, 인력 확보 등 필수적인 영역과 안전성, 효과성, 공공성 등에 대한 평가가 시행되고 있습니다.  부산의료원은 모든 평가항목에서 1등급을 받아 A등급을 획득하며, 부산시 지역응급의료기관 중에서는 1위이며, 전국에서도 3위를 기록했습니다. 김휘택 부산의료원장은 “부산의료원이 우수한 응급의료 서비스와 높은 역량을 인정받아 기쁘다”며 “앞으로도 양질의 의료서비스를 제공하기 위해 최선을 다하겠다”고 밝혔습니다.",https://n.news.naver.com/mnews/article/082/0001192039?sid=103
1874,2023.01.02. 오전 8:34,생활문화,헤럴드경제 | 네이버,경북도의회 연말 이웃사랑 성금 전달,"경북도 의회는 이웃사랑 나눔의 정신을 지키기 위해 최근 경북도 사회복지공동모금회에 600만원을 전달했다고 밝혔습니다. 이번 기부금은 대한민국 시도의회의장협의회 정책사업의 일환으로 사용될 예정입니다. 배한철 의장은 전달식을 통해 직접 전우헌 회장에게 성금을 전달했으며, 이를 통해 추운 겨울에 힘드신 분들에게 조금이나마 도움이 될 수 있기를 바랬습니다. 이번 경북도 의회의 기부금은 이웃사랑의 정신을 키우고, 지역사회 발전에 기여할 것입니다. 이에 국민들도 이번 대한민국 시도의회의장협의회 정책사업에 많은 관심과 참여를 보이길 기대합니다.",https://n.news.naver.com/mnews/article/016/0002085365?sid=103
6199,2023.01.05. 오전 9:34,생활문화,연합뉴스 | 네이버,인종 모신 효릉 올여름 개방…연내 소현세자 무덤도 개방,"안녕하세요, 연합뉴스에서 문화재청 궁능유적본부로부터 전해진 소식입니다. 조선 제12대 왕인 인종과 왕후 비 인성왕후의 효릉이 경기 고양시 서삼릉 내에 위치해 있다는데요. 이 곳은 오는 6월 무렵에 개방될 예정입니다.  문화재청은 효릉 외에도 함께 위치한 소경원에 대해서도 연내 개방할 계획을 추진하고 있다고 합니다. 이번 개방으로 인해 많은 시민들이 궁궐 문화재에 대한 이해와 관심을 새롭게 불러일으키게 될 것으로 보입니다.  궁능유적본부는 앞으로도 더 많은 궁궐 문화재를 개방하여 시민들이 역사와 문화를 보다 쉽게 이해하고 체험할 수 있도록 노력할 것이라고 밝혔습니다. 이상 연합뉴스에서 문화재청에서 전하는 궁능유적본부의 소식이었습니다. 감사합니다.",https://n.news.naver.com/mnews/article/001/0013682835?sid=103
430,2023.01.01. 오전 11:47,생활문화,연합뉴스 | 네이버,희망찬 새해 소원을 담아,"서울 연합뉴스 김인철 기자입니다. 2023년 1월 1일, 한 시민이 서울 종로구 조계사에서 소원의 탑에 소원지를 걸었습니다. 조계사는 우리나라에서 유서 깊은 사찰 중 하나이며 많은 시민들이 새해 첫날 소원을 빌고 찾는 곳입니다. 이번에도 소원을 빌고 온 시민은 소원지에 자신의 소원을 적고 소원의 탑에 걸어놓았습니다. 새해의 시작은 새로운 시작과 도전의 시간입니다. 저도 이번 새해에는 새로운 일을 시작하고 도전하는 자세로 노력하겠습니다. 이상 연합뉴스에서 김인철이었습니다.",https://n.news.naver.com/mnews/article/001/0013674878?sid=103
12,2023.01.01. 오후 9:58,생활문화,KBS | 네이버,강원 영서·산지 한파경보…강원 영동 건조 경보,"강원 영서지역과 산지에 한파경보가 발효됐습니다. KBS 춘천은 오늘 밤 9시를 기해 한파경보를 발효했습니다. 내일 아침 기온은 오늘보다 5도 이상 떨어져, 강원 내륙은 영하 17도에서 영하 11도, 대관령과 태백을 포함한 강원 산지는 영하 14도에서 영하 12도까지 떨어지겠습니다. 강원 동해안은 영하 7도에서 영하 4도로 추위가 더욱 깊어집니다. 그리고, 강원 동해안에는 건조경보가 되고, 강원 산지에는 건조주의보가 발효됐습니다. 화재 예방에 각별히 주의해야 합니다. 당분간 날씨가 춥고 건조한 만큼 건강과 화재 예방에 주의하셔야 합니다.",https://n.news.naver.com/mnews/article/056/0011402876?sid=103
621,2023.01.01. 오전 8:33,생활문화,뉴시스 | 네이버,해는 언제 떠오르지,"안녕하세요, 뉴시스 정병혁 기자입니다. 계묘년 새해 첫 날인 1일 오전, 서울 영등포구 양화한강공원에서 시민들이 일출을 기다리며 선유교를 찾았습니다. 이들은 양화한강공원에서 바라본 선유교를 배경으로 아름다운 일출을 기다렸습니다. 새해 첫 날, 자연과 함께한 순간을 누리며 새로운 시작에 대한 희망을 가슴에 품었습니다. 뉴시스는 여러분의 소중한 제보를 기다리고 있습니다. 만약 뉴스 가치나 화제성이 있는 사진 또는 영상이 있다면, 뉴시스 사진영상부(nphoto@newsis.com)로 제보를 보내주시면 적극 반영하도록 하겠습니다. 감사합니다.",https://n.news.naver.com/mnews/article/003/0011620320?sid=103
7959,2023.01.07. 오후 6:02,생활문화,뉴스1 | 네이버,추도사 낭독하는 알프레드 슈에레브 주한 교황대사,한국 뉴스1 사진공동취재단 - 주한 교황대사 알프레드 슈에레브씨가 7일 오후 서울 중구의 명동성당에서 열린 베네딕토 16세 전 교황 추모 미사에서 추도사를 낭독하였습니다. 이 행사는 추모하는 베네딕토 16세 교황의 수년간의 목사 생활을 추모하는 것으로 진행되었습니다.,https://n.news.naver.com/mnews/article/421/0006563880?sid=103
8796,2023.01.08. 오후 3:09,생활문화,뉴스1 | 네이버,성산일출봉 유채꽃 활짝,"안녕하세요, 제주 뉴스1의 기자 고동명입니다. 8일 오후에는 제주 서귀포시 성산읍 성산일출봉 인근의 유채꽃밭에서 관광객들이 이른 봄을 맞아 산책과 구경을 즐기고 있습니다. 이 유채꽃밭은 한때 옛날 제주도의 정경을 보존하기 위해 조성된 것으로, 약 30만 송이의 유채꽃이 꽃피어 놀라운 아름다움을 자아내고 있습니다. 특히 이른 봄이 돌아오면 볼 수 있는 진홍빛과 노란색의 유채꽃은 많은 이들의 인기를 얻어 오고 있습니다. 한편, 제주도는 여행객들이 즐길 수 있는 다양한 가족 문화 프로그램과 자연 체험 프로그램을 준비하고 있으며, 이를 통해 인기 있는 관광지로 자리매김하고 있습니다. 코로나19의 여파로 관광객 수가 예년보다 줄었지만, 이런 노력들로 인해 제주도는 여전히 많은 이들의 사랑을 받고 있습니다.  그럼 이번 보도는 여기서 마치겠습니다. 감사합니다.",https://n.news.naver.com/mnews/article/421/0006564703?sid=103
6041,2023.01.05. 오전 10:42,생활문화,연합뉴스 | 네이버,제주 월동무 수확 풍경,"안녕하세요, 서귀포 연합뉴스 박지호 기자입니다. 오늘(5일) 오전, 제주도 서귀포시 중산간에 위치한 한 농지에서는 농민들이 월동무 수확 작업을 하고 있습니다.  서귀포시는 제주도 남쪽에 위치하며, 올해도 추운 겨울이 찾아와 농작물을 보호하기 위해 농민들은 열심히 일하고 있습니다. 월동무는 성장이 늦어 봄철 수확이 어려운 작물로, 겨울에 수확하여 저장해 농사기구나 가축의 사료로 활용하는데 유용합니다. 제주도는 그 독특한 기후와 토양 조건으로 유명하며, 농작물 재배에 적합한 지형적 조건을 가지고 있습니다. 제주도 농민들은 이러한 지리적 장점을 살려 다양한 농작물을 재배하고 있으며, 이번에도 월동무 수확 작업을 통해 새로운 수익활동을 추구할 계획입니다. 앞으로도 제주도 농업 분야에서 다양한 소식을 전해드리도록 노력하겠습니다. 감사합니다.",https://n.news.naver.com/mnews/article/001/0013683054?sid=103
6015,2023.01.05. 오전 10:57,생활문화,뉴시스 | 네이버,금리 인상 여파로 중고차 시세 하락 전망,"서울 성동구 장안평중고차매매시장에 중고차들이 주차돼 있습니다. 전날 모바일 중고차 플랫폼이 발표한 시세 전망에 따르면, 1월 주요 차량 모델의 시세가 지난달 대비 1.52% 하락할 것으로 예측됩니다. 이는 중고차 금융 할부 금리가 최근 20%에 육박한 상황에서 발생한 결과입니다.  독자 여러분도 뉴시스와 함께 뉴스를 만들고 싶다면, 보내주신 사진 또는 영상을 nphoto@newsis.com으로 보내주시면 적극적으로 반영하겠습니다.",https://n.news.naver.com/mnews/article/003/0011628228?sid=103
5016,2023.01.04. 오전 3:03,생활문화,조선일보 | 네이버,제7회 늘푸른연극제 2월까지 국립정동극장서,"제7회 늘푸른연극제가 서울 국립정동극장에서 전무송 운영위원장의 주도로 열린다. 이번 연극제에서는 김우옥 연출의 실험극 '겹괴기담'을 비롯하여 안중익의 단편소설을 원작으로 한 '겨울 배롱나무꽃 피는 날' 연출 최용훈, 이강백의 대표작 '영월행 일기' 연출 김성노, 그리고 요양원에서 벌어지는 노년의 러브스토리 '꽃을 받아줘' 연출 정현이 공연된다. 이번 연극제는 원로 연극인들의 묵직한 무대를 볼 수 있는 좋은 기회이다.",https://n.news.naver.com/mnews/article/023/0003738432?sid=103
